AIS	
AERONAUTICAL INFORMATION SERVICES
Aerodrome / Heliport in Europe/Greenland
Master gUID	Identifier of Aerodrome	Responsible State	Name of Aerodrome	ICAO Code	IATA Code	Type	(d)Operation code	ARP latitude	ARP Longitude	Datum	Served city	Working hours	Effective date	Originator	System Remark
4606233	LFBX	FRANCE	PERIGUEUX BASSILLAC	LFBX	PGX	AD	 	451150.96N	0004854.78E	WGE	PERIGUEUX	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18879982	LFBY	FRANCE	DAX SEYRESSE	LFBY	XDA	AD	 	434121.00N	0010408.00W	WGE	DAX	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
4606257	LFBZ	FRANCE	BIARRITZ PAYS BASQUE	LFBZ	BIQ	AD	 	432805.91N	0013152.18W	WGE	BIARRITZ	HX	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18879984	LFCA	FRANCE	CHATELLERAULT TARGE	LFCA	XCX	AD	 	464649.00N	0003302.00E	WGE	CHATELLERAULT	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18879986	LFCB	FRANCE	BAGNERES DE LUCHON	LFCB	XLH	AD	 	424802.00N	0003604.00E	WGE	BAGNERES DE LUCHON	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
4606295	LFCC	FRANCE	CAHORS LALBENQUE	LFCC	ZAO	AD	 	442101.95N	0012842.91E	WGE	CAHORS	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18879988	LFCD	FRANCE	ANDERNOS LES BAINS	LFCD	 	AD	 	444518.00N	0010354.00W	WGE	ANDERNOS	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18879990	LFCE	FRANCE	GUERET SAINT LAURENT	LFCE	XGT	AD	 	461032.00N	0015711.00E	WGE	GUERET	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18879992	LFCF	FRANCE	FIGEAC LIVERNON	LFCF	 	AD	 	444021.00N	0014717.00E	WGE	FIGEAC	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
4606069	LFCG	FRANCE	SAINT GIRONS ANTICHAN	LFCG	 	AD	 	430028.00N	0010611.00E	WGE	SAINT GIRONS	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
4606423	LFCH	FRANCE	ARCACHON LA TESTE DE BUCH	LFCH	XAC	AD	 	443549.00N	0010650.00W	WGE	ARCACHON	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
4606121	LFCI	FRANCE	ALBI LE SEQUESTRE	LFCI	LBI	AD	 	435447.80N	0020700.30E	WGE	ALBI	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18879998	LFCJ	FRANCE	JONZAC NEULLES	LFCJ	 	AD	 	452859.00N	0002523.00W	WGE	JONZAC	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
4606227	LFCK	FRANCE	CASTRES MAZAMET	LFCK	DCM	AD	 	433317.86N	0021726.13E	WGE	CASTRES	OTHER	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
4606321	LFCL	FRANCE	TOULOUSE LASBORDES	LFCL	 	AD	 	433516.00N	0012955.00E	WGE	TOULOUSE	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
4606255	LFCM	FRANCE	MILLAU LARZAC	LFCM	 	AD	 	435920.61N	0031059.89E	WGE	MILLAU	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
79207335	LFCN	FRANCE	NOGARO	LFCN	 	AD	 	434608.00N	0000205.00W	WGE	NOGARO	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880002	LFCO	FRANCE	OLORON HERRERE	LFCO	 	AD	 	430953.00N	0003337.00W	U	OLORON	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880004	LFCP	FRANCE	PONS AVY	LFCP	 	AD	 	453357.00N	0003049.00W	WGE	 	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880006	LFCQ	FRANCE	GRAULHET MONTDRAGON	LFCQ	 	AD	 	434607.00N	0020028.00E	WGE	GRAULHET	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
4606127	LFCR	FRANCE	RODEZ AVEYRON	LFCR	RDZ	AD	 	442426.96N	0022859.93E	WGE	RODEZ	HO	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880009	LFCS	FRANCE	BORDEAUX LEOGNAN SAUCATS	LFCS	 	AD	 	444157.00N	0003550.00W	WGE	BORDEAUX, LEOGNAN, SAUCATS	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880011	LFCT	FRANCE	THOUARS	LFCT	 	AD	 	465743.00N	0000910.00W	U	THOUARS	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
4606091	LFCU	FRANCE	USSEL THALAMY	LFCU	 	AD	 	453209.00N	0022529.00E	WGE	USSEL	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
19093565	LFCV	FRANCE	VILLEFRANCHE DE ROUERGUE	LFCV	 	AD	 	442208.00N	0020137.00E	WGE	VILLEFRANCHE DE ROUERGUE	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
4606369	LFCW	FRANCE	VILLENEUVE SUR LOT	LFCW	 	AD	 	442357.04N	0004534.32E	WGE	VILLENEUVE SUR LOT	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880015	LFCX	FRANCE	CASTELSARRASIN MOISSAC	LFCX	 	AD	 	440509.00N	0010737.00E	WGE	CASTELSARRASIN	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
4606107	LFCY	FRANCE	ROYAN MEDIS	LFCY	RYN	AD	 	453752.18N	0005831.76W	WGE	ROYAN	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
4606365	LFCZ	FRANCE	MIMIZAN	LFCZ	 	AD	 	440845.19N	0010953.29W	WGE	MIMIZAN	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
4606389	LFDA	FRANCE	AIRE SUR L'ADOUR	LFDA	 	AD	 	434231.00N	0001450.00W	WGE	AIRE SUR L'ADOUR	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
4606261	LFDB	FRANCE	MONTAUBAN	LFDB	XMW	AD	 	440136.00N	0012237.00E	WGE	MONTAUBAN	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
75073783	LFDC	FRANCE	MONTENDRE MARCILLAC	LFDC	 	AD	 	451625.00N	0002712.00W	WGE	MONTENDRE	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880023	LFDE	FRANCE	EGLETONS	LFDE	 	AD	 	452514.00N	0020404.00E	WGE	EGLETONS	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880025	LFDF	FRANCE	SAINTE FOY LA GRANDE	LFDF	 	AD	 	445109.00N	0001032.00E	WGE	SAINTE FOY LA GRANDE	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880027	LFDG	FRANCE	GAILLAC LISLE SUR TARN	LFDG	 	AD	 	435259.00N	0015227.00E	WGE	GAILLAC	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
4606275	LFDH	FRANCE	AUCH GERS	LFDH	 	AD	 	434112.62N	0003600.17E	WGE	AUCH	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
4606201	LFDI	FRANCE	LIBOURNE ARTIGUES DE LUSSAC	LFDI	XLR	AD	 	445903.00N	0000814.00W	U	LIBOURNE	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
4606143	LFDJ	FRANCE	PAMIERS LES PUJOLS	LFDJ	 	AD	 	430526.46N	0014145.07E	WGE	PAMIERS	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880031	LFDK	FRANCE	SOULAC SUR MER	LFDK	 	AD	 	452938.00N	0010502.00W	WGE	SOULAC	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880034	LFDL	FRANCE	LOUDUN	LFDL	 	AD	 	470210.00N	0000603.00E	WGE	LOUDUN	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
4606343	LFDM	FRANCE	MARMANDE VIRAZEIL	LFDM	XMR	AD	 	442957.00N	0001201.00E	WGE	MARMANDE	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
4606213	LFDN	FRANCE	ROCHEFORT CHARENTE MARITIME	LFDN	RCO	AD	 	455322.23N	0005856.45W	WGE	ROCHEFORT	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880038	LFDP	FRANCE	SAINT PIERRE D'OLERON	LFDP	 	AD	 	455728.00N	0011841.00W	WGE	 	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
19093435	LFDQ	FRANCE	CASTELNAU MAGNOAC	LFDQ	 	AD	 	431639.00N	0003110.00E	WGE	 	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880040	LFDR	FRANCE	LA REOLE FLOUDES	LFDR	 	AD	 	443401.01N	0000326.10W	WGE	LA REOLE	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
19093552	LFDS	FRANCE	SARLAT DOMME	LFDS	XSL	AD	 	444732.00N	0011437.00E	WGE	SARLAT	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880042	LFDT	FRANCE	TARBES LALOUBERE	LFDT	 	AD	 	431254.00N	0000439.00E	WGE	TARBES	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880044	LFDU	FRANCE	LESPARRE SAINT LAURENT MEDOC	LFDU	 	AD	 	451147N	0005305W	U	LESPARRE	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880046	LFDV	FRANCE	COUHE VERAC	LFDV	 	AD	 	461614.00N	0001118.00E	WGE	COUHE	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880048	LFDW	FRANCE	CHAUVIGNY	LFDW	 	AD	 	463500.00N	0003832.00E	WGE	CHAUVIGNY	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
19093456	LFDX	FRANCE	FUMEL MONTAYRAL	LFDX	 	AD	 	442733.00N	0010026.00E	WGE	FUMEL	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
19093406	LFDY	FRANCE	BORDEAUX YVRAC	LFDY	 	AD	 	445238.00N	0002845.00W	U	BORDEAUX	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880050	LFEA	FRANCE	BELLE ILE	LFEA	BIC	AD	 	471934.00N	0031156.00W	WGE	BELLE ILE	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880052	LFEB	FRANCE	DINAN TRELIVAN	LFEB	 	AD	 	482636.00N	0020612.00W	WGE	DINAN	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
4606157	LFEC	FRANCE	OUESSANT	LFEC	OUI	AD	 	482747.57N	0050348.90W	WGE	OUESSANT	HX	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
4606181	LFED	FRANCE	PONTIVY	LFED	 	AD	 	480325.00N	0025524.00W	WGE	PONTIVY	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880057	LFEF	FRANCE	AMBOISE DIERRE	LFEF	XAM	AD	 	472026.00N	0005628.00E	WGE	AMBOISE	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880059	LFEG	FRANCE	ARGENTON SUR CREUSE	LFEG	 	AD	 	463545.00N	0013604.00E	WGE	ARGENTON	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880061	LFEH	FRANCE	AUBIGNY SUR NERE	LFEH	 	AD	 	472850.00N	0022339.00E	U	AUBIGNY	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880063	LFEI	FRANCE	BRIARE CHATILLON	LFEI	 	AD	 	473652.49N	0024654.66E	WGE	BRIARE	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880065	LFEJ	FRANCE	CHATEAUROUX VILLERS	LFEJ	 	AD	 	465027.00N	0013712.00E	WGE	CHATEAUROUX	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880067	LFEK	FRANCE	ISSOUDUN LE FAY	LFEK	 	AD	 	465319.00N	0020229.00E	U	ISSOUDUN	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
19093472	LFEL	FRANCE	LE BLANC	LFEL	 	AD	 	463712.00N	0010509.00E	WGE	LE BLANC	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880069	LFEM	FRANCE	MONTARGIS VIMORY	LFEM	 	AD	 	475738.00N	0024109.00E	U	MONTARGIS	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880071	LFEN	FRANCE	TOURS SORIGNY	LFEN	 	AD	 	471559.09N	0004156.52E	WGE	TOURS	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880073	LFEP	FRANCE	POUILLY MACONGE	LFEP	 	AD	 	471314.00N	0043337.00E	WGE	POUILLY-EN-AUXOIS	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
19093502	LFEQ	FRANCE	QUIBERON	LFEQ	 	AD	 	472853.00N	0030606.00W	WGE	QUIBERON	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
19093520	LFER	FRANCE	REDON BAINS SUR OUST	LFER	XRN	AD	 	474155.00N	0020217.00W	WGE	REDON	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
4606445	LFES	FRANCE	GUISCRIFF SCAER	LFES	 	AD	 	480313.45N	0033950.53W	WGE	 	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880077	LFET	FRANCE	TIL CHATEL	LFET	 	AD	 	473247.00N	0051239.00E	WGE	 	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880079	LFEU	FRANCE	BAR LE DUC LES HAUTS DE CHEE	LFEU	XBD	AD	 	485204.00N	0051103.00E	WGE	BAR LE DUC	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880081	LFEV	FRANCE	GRAY SAINT ADRIEN	LFEV	 	AD	 	472556.00N	0053717.00E	WGE	GRAY	HX	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880083	LFEW	FRANCE	SAULIEU LIERNAIS	LFEW	 	AD	 	471419.00N	0041552.00E	WGE	SAULIEU	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880085	LFEX	FRANCE	NANCY AZELOT	LFEX	 	AD	 	483531.00N	0061423.00E	WGE	 	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
4606081	LFEY	FRANCE	ILE D'YEU	LFEY	IDY	AD	 	464303.00N	0022333.00W	WGE	ILE D'YEU	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880089	LFEZ	FRANCE	NANCY MALZEVILLE	LFEZ	 	AD	 	484325.00N	0061223.00E	WGE	 	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880091	LFFB	FRANCE	BUNO BONNEVAUX	LFFB	 	AD	 	482101.00N	0022528.00E	WGE	 	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880093	LFFC	FRANCE	MANTES CHERENCE	LFFC	 	AD	 	490441.00N	0014118.00E	U	MANTES LA JOLIE	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880095	LFFD	FRANCE	SAINT ANDRE DE L'EURE	LFFD	 	AD	 	485351.00N	0011503.00E	WGE	 	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880097	LFFE	FRANCE	ENGHIEN MOISSELLES	LFFE	 	AD	 	490244.00N	0022107.00E	WGE	 	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880099	LFFG	FRANCE	LA FERTE GAUCHER	LFFG	 	AD	 	484527.00N	0031644.00E	WGE	 	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880101	LFFH	FRANCE	CHATEAU THIERRY BELLEAU	LFFH	XCY	AD	 	490400.00N	0032120.00E	WGE	 	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
4606455	LFFI	FRANCE	ANCENIS	LFFI	 	AD	 	472426.00N	0011044.00W	WGE	ANCENIS	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880105	LFFJ	FRANCE	JOINVILLE MUSSEY	LFFJ	 	AD	 	482307.00N	0050836.00E	WGE	 	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
77973037	LFFK	FRANCE	FONTENAY LE COMTE	LFFK	 	AD	 	462627.00N	0004738.00W	WGE	FONTENAY LE COMTE	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880107	LFFL	FRANCE	BAILLEAU ARMENONVILLE	LFFL	 	AD	 	483053.00N	0013819.00E	WGE	 	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
4606093	LFFN	FRANCE	BRIENNE LE CHATEAU	LFFN	 	AD	 	482547.00N	0042856.00E	WGE	BRIENNE LE CHATEAU	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
400001172498847	LFFO	FRANCE	BEAUVOIR FROMENTINE	LFFO	 	AD	 	465326N	0020519W	WGE	 	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880113	LFFP	FRANCE	PITHIVIERS	LFFP	 	AD	 	480923.00N	0021128.00E	WGE	 	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880115	LFFQ	FRANCE	LA FERTE ALAIS	LFFQ	 	AD	 	482958.30N	0021947.87E	WGE	 	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880117	LFFR	FRANCE	BAR SUR SEINE	LFFR	 	AD	 	480358.00N	0042445.00E	WGE	 	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880119	LFFT	FRANCE	NEUFCHATEAU	LFFT	 	AD	 	482142.00N	0054313.00E	WGE	NEUFCHATEAU	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880121	LFFU	FRANCE	CHATEAUNEUF SUR CHER	LFFU	 	AD	 	465216.00N	0022237.00E	U	CHATEAUNEUF SUR CHER	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880123	LFFV	FRANCE	VIERZON MEREAU	LFFV	XVZ	AD	 	471141.00N	0020400.00E	U	VIERZON	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880125	LFFW	FRANCE	MONTAIGU SAINT GEORGES	LFFW	 	AD	 	465556.00N	0011938.00W	WGE	SAINT GEORGES DE MONTAIGU	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880127	LFFX	FRANCE	TOURNUS CUISERY	LFFX	 	AD	 	463341.00N	0045831.00E	WGE	 	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880129	LFFY	FRANCE	ETREPAGNY	LFFY	 	AD	 	491819.00N	0013816.00E	U	ETREPAGNY	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880131	LFFZ	FRANCE	SEZANNE SAINT REMY	LFFZ	 	AD	 	484234.00N	0034546.00E	WGE	SEZANNE	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
4606125	LFGA	FRANCE	COLMAR HOUSSEN	LFGA	CMR	AD	 	480637.26N	0072132.93E	WGE	 	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
4606317	LFGB	FRANCE	MULHOUSE HABSHEIM	LFGB	 	AD	 	474414.00N	0072547.00E	WGE	MULHOUSE	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880137	LFGC	FRANCE	STRASBOURG NEUHOF	LFGC	 	AD	 	483313.00N	0074639.00E	WGE	STRASBOURG	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880141	LFGE	FRANCE	AVALLON	LFGE	 	AD	 	473007.00N	0035354.00E	WGE	AVALLON	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
4606159	LFGF	FRANCE	BEAUNE CHALLANGES	LFGF	XBV	AD	 	470037.00N	0045347.00E	WGE	BEAUNE	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880147	LFGG	FRANCE	BELFORT CHAUX	LFGG	 	AD	 	474203.51N	0064951.00E	WGE	BELFORT	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880149	LFGH	FRANCE	COSNE SUR LOIRE	LFGH	 	AD	 	472137.00N	0025506.00E	WGE	COSNE	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880151	LFGI	FRANCE	DIJON DAROIS	LFGI	 	AD	 	472307.00N	0045649.00E	WGE	DIJON	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
4606075	LFGJ	FRANCE	DOLE TAVAUX	LFGJ	DLE	AD	 	470233.70N	0052605.74E	WGE	DOLE	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
4606399	LFGK	FRANCE	JOIGNY	LFGK	 	AD	 	475940.00N	0032327.00E	WGE	JOIGNY	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880155	LFGL	FRANCE	LONS LE SAUNIER COURLAOUX	LFGL	XLL	AD	 	464030.00N	0052809.00E	WGE	LONS LE SAUNIER	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880157	LFGM	FRANCE	MONTCEAU LES MINES POUILLOUX	LFGM	 	AD	 	463612.00N	0041958.00E	WGE	MONTCEAU LES MINES	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880159	LFGN	FRANCE	PARAY LE MONIAL	LFGN	 	AD	 	462800.00N	0040759.00E	WGE	PARAY LE MONIAL	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880163	LFGO	FRANCE	PONT SUR YONNE	LFGO	 	AD	 	481722.00N	0031456.00E	WGE	PONT SUR YONNE	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880165	LFGP	FRANCE	SAINT FLORENTIN CHEU	LFGP	 	AD	 	475853.00N	0034637.00E	WGE	SAINT FLORENTIN	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880167	LFGQ	FRANCE	SEMUR EN AUXOIS	LFGQ	 	AD	 	472852.00N	0042035.00E	WGE	SEMUR EN AUXOIS	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880169	LFGR	FRANCE	DONCOURT LES CONFLANS	LFGR	 	AD	 	490907.10N	0055552.60E	WGE	DONCOURT LES CONFLANS	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880171	LFGS	FRANCE	LONGUYON VILLETTE	LFGS	 	AD	 	492901.00N	0053419.00E	WGE	LONGUYON	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880173	LFGT	FRANCE	SARREBOURG BUHL	LFGT	 	AD	 	484306.00N	0070448.00E	WGE	SARREBOURG	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880175	LFGU	FRANCE	SARREGUEMINES NEUNKIRCH	LFGU	 	AD	 	490739.00N	0070624.00E	WGE	SARREGUEMINES	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
4606189	LFGW	FRANCE	VERDUN SOMMEDIEUE	LFGW	XVN	AD	 	490719.85N	0052815.07E	WGE	VERDUN	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
74665948	LFGX	FRANCE	CHAMPAGNOLE CROTENAY	LFGX	 	AD	 	464548.00N	0054911.00E	WGE	 	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
18880179	LFGY	FRANCE	SAINT DIE REMOMEIX	LFGY	XCK	AD	 	481559.00N	0070027.00E	WGE	SAINT DIE	 	12/06/2025	SERVICE DE LINFORMATION AERONAUTIQUE	please obtain current usage data from dedicated report
